246,17:00:00,7,11
247,17:00:00,8,52
248,17:00:00,9,100
249,17:00:00,10,85
250,17:00:00,1,25
251,17:05:00,2,37
252,17:05:00,3,80
253,17:05:00,4,60
254,17:05:00,5,39
255,17:05:00,6,75
256,17:05:00,7,19
257,17:05:00,8,39
258,17:05:00,9,55
259,17:05:00,10,44
260,17:05:00,1,57
261,17:10:00,2,95
262,17:10:00,3,65
263,17:10:00,4,88
264,17:10:00,5,1
265,17:10:00,6,84
266,17:10:00,7,9
267,17:10:00,8,33
268,17:10:00,9,67
269,17:10:00,10,89
270,17:10:00,1,37
271,17:15:00,2,90
272,17:15:00,3,96
273,17:15:00,4,23
274,17:15:00,5,32
275,17:15:00,6,27
276,17:15:00,7,88
277,17:15:00,8,98
278,17:15:00,9,55
279,17:15:00,10,53
280,17:15:00,1,95
281,17:20:00,2,61
282,17:20:00,3,50
283,17:20:00,4,74
284,17:20:00,5,57
285,17:20:00,6,97
286,17:20:00,7,96
287,17:20:00,8,64
288,17:20:00,9,62
289,17:20:00,10,51
290,17:20:00,1,58
291,17:25:00,2,54
292,17:25:00,3,97
293,17:25:00,4,6
294,17:25:00,5,96
295,17:25:00,6,70
296,17:25:00,7,88
297,17:25:00,8,89
298,17:25:00,9,34
299,17:25:00,10,3
300,17:25:00,1,13
